director_name,actor_2_name,actor_1_name,movie_title,actor_3_name
David O. Russell,Christian Bale,Jennifer Lawrence,American Hustle ,Bradley Cooper
Anne Fletcher,Denis O'Hare,Ryan Reynolds,The Proposal ,Craig T. Nelson
Bruce Beresford,Annabeth Gish,Bruce Greenwood,Double Jeopardy ,Bruce Campbell
Robert Zemeckis,Jeffrey Weissman,Lea Thompson,Back to the Future Part II ,Thomas F. Wilson
Luc Besson,Morgan Freeman,Scarlett Johansson,Lucy ,Amr Waked
Sam Taylor-Johnson,Luke Grimes,Jennifer Ehle,Fifty Shades of Grey ,Callum Rennie
Robert Rodriguez,Salma Hayek,Sylvester Stallone,Spy Kids 3-D: Game Over ,Alexa PenaVega
Joel Schumacher,Matthew McConaughey,Kevin Spacey,A Time to Kill ,Oliver Platt
Shawn Levy,Alyson Stoner,Tom Welling,Cheaper by the Dozen ,Bonnie Hunt
Peter Berg,Scott Elrod,Jerry Ferrara,Lone Survivor ,Dan Bilzerian
Penny Marshall,Lori Petty,Tom Hanks,A League of Their Own ,Rosie O'Donnell
James Wan,Frances O'Connor,Javier Botet,The Conjuring 2 ,Robin Atkin Downes
David Fincher,Dustin Fitzsimons,Andrew Garfield,The Social Network ,Marcella Lentz-Pope
Ken Kwapis,Sabrina Revelle,Carmen Perez,He's Just Not That Into You ,Sachiko Ishida
David Zucker,Carmen Electra,Beau Mirchoff,Scary Movie 4 ,Regina Hall
Wes Craven,Roger Jackson,Kelly Rutherford,Scream 3 ,Nancy O'Dell
Robert Zemeckis,Jeffrey Weissman,Lea Thompson,Back to the Future Part III ,Thomas F. Wilson
Etan Cohen,Alison Brie,Will Ferrell,Get Hard ,Craig T. Nelson
Francis Ford Coppola,Anthony Hopkins,Keanu Reeves,Bram Stoker's Dracula ,Gary Oldman
Nora Ephron,Mary Lynn Rajskub,Meryl Streep,Julie & Julia ,Vanessa Ferlito
Brian Helgeland,Christopher Meloni,Harrison Ford,42 ,Nicole Beharie
Anthony Minghella,Matt Damon,Philip Seymour Hoffman,The Talented Mr. Ripley ,Jack Davenport
Bobby Farrelly,Kathleen Turner,Bill Murray,Dumb and Dumber To ,Rob Riggle
Frank Marshall,Bruce Greenwood,Paul Walker,Eight Below ,Wendy Crewson
Nancy Meyers,Anne Hathaway,Robert De Niro,The Intern ,Rene Russo
Tim Story,Nadine Velazquez,Olivia Munn,Ride Along 2 ,Bruce McGill
Michael Mann,Terry Kinney,Wes Studi,The Last of the Mohicans ,Eric Schweig
Taylor Hackford,Curtis Armstrong,Bokeem Woodbine,Ray ,Harry Lennix
Frank Miller,Powers Boothe,Rosario Dawson,Sin City ,Jason Douglas
Pete Travis,Edgar Ramírez,Dennis Quaid,Vantage Point ,William Hurt
John Hamburg,Jon Favreau,J.K. Simmons,"I Love You, Man ",Jane Curtin
Bobby Farrelly,Bruce McGill,Jason Alexander,Shallow Hal ,Susan Ward
Oliver Stone,Jay O. Sanders,Sally Kirkland,JFK ,Cheryl Penland
John Whitesell,Nia Long,Chloë Grace Moretz,Big Momma's House 2 ,Marisol Nichols
Gore Verbinski,Brad Pitt,J.K. Simmons,The Mexican ,Julia Roberts
Angelina Jolie Pitt,Jack O'Connell,Finn Wittrock,Unbroken ,Alex Russell
Burr Steers,Hunter Parrish,Matthew Perry,17 Again ,Thomas Lennon
Nick Cassavetes,Kate Upton,Don Johnson,The Other Woman ,David Thornton
David R. Ellis,Andrew Fiscella,Krista Allen,The Final Destination ,Shantel VanSanten
Steven Spielberg,Mark Rylance,Tom Hanks,Bridge of Spies ,Amy Ryan
John Moore,David Keith,Joaquim de Almeida,Behind Enemy Lines ,Sam Jaeger
Nicholas Stoller,Mario Lopez,Pink,Get Him to the Greek ,Lino Facioli
Peter Chelsom,Nick Cannon,Lisa Ann Walter,Shall We Dance ,Omar Benson Miller
Joe Dante,Denis Leary,Kirsten Dunst,Small Soldiers ,Robert Picardo
Mark A.Z. Dippé,Frank Welker,Michael Jai White,Spawn ,Miko Hughes
Kevin Reynolds,James Frain,Henry Cavill,The Count of Monte Cristo ,Michael Wincott
Brad Furman,Margarita Levieva,Matthew McConaughey,The Lincoln Lawyer ,Frances Fisher
Jaume Collet-Serra,Frank Langella,Liam Neeson,Unknown ,Aidan Quinn
Christopher Nolan,Hugh Jackman,Christian Bale,The Prestige ,Scarlett Johansson
Sean Anders,Christoph Waltz,Kevin Spacey,Horrible Bosses 2 ,Lindsay Sloane
Cal Brunker,Paul Scheer,Brendan Fraser,Escape from Planet Earth ,Jonathan Morgan Heit
Mel Gibson,Dalia Hernández,Rudy Youngblood,Apocalypto ,Jonathan Brewer
John Glen,Desmond Llewelyn,Joe Don Baker,The Living Daylights ,Art Malik
Nimród Antal,Alice Braga,Topher Grace,Predators ,Derek Mears
Ivan Reitman,Debra Winger,Brian Dennehy,Legal Eagles ,Roscoe Lee Browne
David Koepp,Charles S. Dutton,Johnny Depp,Secret Window ,Timothy Hutton
Alejandro Agresti,Dylan Walsh,Keanu Reeves,The Lake House ,Ebon Moss-Bachrach
Iain Softley,Deneen Tyler,Gena Rowlands,The Skeleton Key ,Joy Bryant
Peter Hedges,Odeya Rush,Jennifer Garner,The Odd Life of Timothy Green ,Common
Paul Weiland,Beau Garrett,Busy Philipps,Made of Honor ,Kevin Sussman
Clint Eastwood,Steve Schirripa,Johnny Cannizzaro,Jersey Boys ,Scott Vance
Francis Ford Coppola,Dean Stockwell,Matt Damon,The Rainmaker ,Virginia Madsen
Mathieu Kassovitz,Charles S. Dutton,Robert Downey Jr.,Gothika ,Bernard Hill
Steven Spielberg,Morgan Freeman,Anthony Hopkins,Amistad ,Matthew McConaughey
John McTiernan,José Wilker,Lorraine Bracco,Medicine Man ,Sean Connery
Colin Strause,Johnny Lewis,Sam Trammell,Aliens vs. Predator: Requiem ,Ian Whyte
Donald Petrie,John Larroquette,Macaulay Culkin,Ri¢hie Ri¢h ,Jonathan Hyde
Joan Chen,Sam Trammell,J.K. Simmons,Autumn in New York ,Elaine Stritch
Marc Lawrence,Scott Porter,Brad Garrett,Music and Lyrics ,Haley Bennett
Greg Mottola,Nelson Ascencio,Bobby Lee,Paul ,Jeremy Owen
Anne Fletcher,Tom Virtue,Miriam Margolyes,The Guilt Trip ,Julene Renee
Wes Craven,Aimee Teegarden,Alison Brie,Scream 4 ,Shenae Grimes-Beech
Joel Schumacher,Chris Bauer,Nicolas Cage,8MM ,Anthony Heald
Oliver Stone,Kevin Dillon,Michael Wincott,The Doors ,Kathleen Quinlan
Jake Kasdan,Randall Park,James Wilcox,Sex Tape ,Nat Faxon
Diane Keaton,Celia Weston,Adam Arkin,Hanging Up ,Jesse James
Steven Quale,Jacqueline MacInnes Wood,Emma Bell,Final Destination 5 ,Courtney B. Vance
Kelly Makin,Burt Young,Jeanne Tripplehorn,Mickey Blue Eyes ,Vincent Pastore
Mimi Leder,Haley Joel Osment,Kevin Spacey,Pay It Forward ,Angie Dickinson
Bobby Farrelly,KaDee Strickland,Jimmy Fallon,Fever Pitch ,Ione Skye
,,,,
Steven Brill,Shaun Weiss,Lisa Ann Walter,Drillbit Taylor ,Matt Walsh
Seth MacFarlane,Charlize Theron,Liam Neeson,A Million Ways to Die in the West ,Seth MacFarlane
Russell Mulcahy,Peter Boyle,Jonathan Winters,The Shadow ,John Kapelos
Stephen Daldry,Thomas Horn,Tom Hanks,Extremely Loud & Incredibly Close ,Stephen Henderson
Roger Michell,Patti D'Arbanville,Noah Bean,Morning Glory ,Vanessa Aspillaga
Jim Sheridan,Bill Duke,50 Cent,Get Rich or Die Tryin' ,Marc John Jefferies
Christian Duguay,Cary-Hiroyuki Tagawa,Michael Biehn,The Art of War ,Anne Archer
Chris Columbus,David Fine,Rosario Dawson,Rent ,Jesse L. Martin
Chuck Russell,Jimmy Smits,Rufus Sewell,Bless the Child ,Angela Bettis
Sam Weisman,Valerie Perri,Oliver Hudson,The Out-of-Towners ,Carlease Burke
John Frankenheimer,Temuera Morrison,Marlon Brando,The Island of Dr. Moreau ,Marco Hofschneider
Peter Hyams,Justin Chambers,Catherine Deneuve,The Musketeer ,Stephen Rea
Justin Chadwick,Scarlett Johansson,Natalie Portman,The Other Boleyn Girl ,Benedict Cumberbatch
Pat O'Connor,Charlize Theron,Keanu Reeves,Sweet November ,Frank Langella
Stephen Hopkins,Andrea Frankle,Stephen Rea,The Reaping ,William Ragsdale
Martin Scorsese,David Carradine,Robert De Niro,Mean Streets ,David Proval
Penny Marshall,Cliff Robertson,Ed Begley Jr.,Renaissance Man ,Lillo Brancato
Olivier Megaton,Callum Blue,Jordi Mollà,Colombiana ,Jesse Borrego
Frederik Du Chau,Jaleel White,Gary Oldman,The Magic Sword: Quest for Camelot ,Eric Idle
Michael Caton-Jones,James Franco,Robert De Niro,City by the Sea ,John Doman
Irwin Winkler,Nathan Lane,Mira Sorvino,At First Sight ,Steven Weber
Joseph Kahn,Jay Hernandez,Dane Cook,Torque ,Christina Milian
Harold Becker,Martin Landau,Al Pacino,City Hall ,Bridget Fonda
Paul Verhoeven,Elizabeth Berkley,Bobbie Phillips,Showgirls ,Robert Davi
Sofia Coppola,Shirley Henderson,Kirsten Dunst,Marie Antoinette ,Rip Torn
Barbet Schroeder,Michael Rapaport,Nicolas Cage,Kiss of Death ,Philip Baker Hall
Stephen Kay,Miranda Richardson,Sylvester Stallone,Get Carter ,Lauren Lee Smith
J.A. Bayona,Geraldine Chaplin,Naomi Watts,The Impossible ,Oaklee Pendergast
Elaine May,Warren Beatty,Carol Kane,Ishtar ,Isabelle Adjani
Wes Anderson,Meryl Streep,Bill Murray,Fantastic Mr. Fox ,Helen McCrory
Stephen Herek,Stockard Channing,Angelina Jolie Pitt,Life or Something Like It ,James Gammon
John Carpenter,Michael McKean,Richard Epcar,Memoirs of an Invisible Man ,Patricia Heaton
Jean-Pierre Jeunet,Jamel Debbouze,Mathieu Kassovitz,Amélie ,Isabelle Nanty
Dennie Gordon,Bob Saget,Mary-Kate Olsen,New York Minute ,Riley Smith
Charles Shyer,Nia Long,Omar Epps,Alfie ,Jane Krakowski
Ken Kwapis,Tim Blake Nelson,Ted Danson,Big Miracle ,Andrew Daly
Ulu Grosbard,Treat Williams,Alexa PenaVega,The Deep End of the Ocean ,Jonathan Jackson
William Malone,Jeffrey Combs,Natascha McElhone,Feardotcom ,Udo Kier
Paul Weitz,Salma Hayek,Josh Hutcherson,Cirque du Freak: The Vampire's Assistant ,Patrick Fugit
Paul McGuigan,Spencer Wilding,Daniel Radcliffe,Victor Frankenstein ,Daniel Mays
Danny DeVito,Amber Valletta,Justin Theroux,Duplex ,Harvey Fierstein
Malcolm D. Lee,Sean Hayes,Bernie Mac,Soul Men ,Mike Epps
Jerry Jameson,Jason Robards,M. Emmet Walsh,Raise the Titanic ,Anne Archer
Mic Rodgers,Daniel von Bargen,Michael Jai White,Universal Soldier: The Return ,Xander Berkeley
Christian Alvart,Dennis Quaid,Norman Reedus,Pandorum ,Eddie Rouse
Gary Fleder,Mekhi Phifer,Gary Dourdan,Impostor ,Tim Guinee
Christian Duguay,Bridgette Wilson-Sampras,Rufus Sewell,Extreme Ops ,Rupert Graves
Jean-Marie Poiré,Matt Ross,Bridgette Wilson-Sampras,Just Visiting ,John Aylward
Danny Boyle,Benedict Wong,Chris Evans,Sunshine ,Troy Garity
Brian Robbins,Lou Saliba,John Gatins,A Thousand Words ,Greg Collins
Marc F. Adler,Anne Bancroft,Eric Idle,Delgo ,Kelly Ripa
Pierre Morel,Mark Rylance,Ray Winstone,The Gunman ,Jasmine Trinca
Geoffrey Sax,Sophie Okonedo,Alex Pettyfer,Alex Rider: Operation Stormbreaker ,Ashley Walters
D.J. Caruso,Aaron Yoo,Sarah Roemer,Disturbia ,Jose Pablo Cantillo
Iain Softley,Fisher Stevens,Angelina Jolie Pitt,Hackers ,Lorraine Bracco
Richard Shepard,Zan Marolt,James Brolin,The Hunting Party ,Ljubomir Kerekes
Joel Coen,Bill Cobbs,Jennifer Jason Leigh,The Hudsucker Proxy ,John Mahoney
Peter Ho-Sun Chan,Takeshi Kaneshiro,Jet Li,The Warlords ,Andy Lau
Sergey Bodrov,Kuno Becker,Jay Hernandez,Nomad: The Warrior ,Jason Scott Lee
Joon-ho Bong,Ewen Bremner,Chris Evans,Snowpiercer ,Kang-ho Song
Bibo Bergeron,Bob Balaban,Adam Goldberg,A Monster in Paris ,François Cluzet
Jeff Nathanson,Glenn Morshower,Matthew Broderick,The Last Shot ,Tim Blake Nelson
Alex Proyas,Bai Ling,Michael Wincott,The Crow ,David Patrick Kelly
S.S. Rajamouli,Anushka Shetty,Tamannaah Bhatia,Baahubali: The Beginning ,Prabhas
Robert Schwentke,Brooklynn Proulx,Arliss Howard,The Time Traveler's Wife ,Michelle Nolden
Michael Lehmann,Stephen Collins,Colin Ferguson,Because I Said So ,Tom Everett Scott
Rob Cohen,Vin Diesel,Paul Walker,The Fast and the Furious ,Jordana Brewster
Tim Burton,Catherine O'Hara,Martin Landau,Frankenweenie ,Atticus Shaffer
Joss Whedon,Sean Maher,Adam Baldwin,Serenity ,Michael Hitchcock
Charles S. Dutton,Charles S. Dutton,Omar Epps,Against the Ropes ,Tim Daly
Richard Lester,Robert Vaughn,Margot Kidder,Superman III ,Jackie Cooper
Peter Segal,Sylvester Stallone,Robert De Niro,Grudge Match ,Oscar Gale
John Woo,Tony Chiu Wai Leung,Takeshi Kaneshiro,Red Cliff ,Wei Zhao
Andy Tennant,Mary Lynn Rajskub,Ethan Embry,Sweet Home Alabama ,Courtney Gains
Robert Luketic,John Michael Higgins,Gerard Butler,The Ugly Truth ,Eric Winter
Jonathan Lynn,Phil Hartman,Austin Pendleton,Sgt. Bilko ,Max Casella
Robert Rodriguez,Alexa PenaVega,Steve Buscemi,Spy Kids 2: Island of Lost Dreams ,Emily Osment
David Carson,Alan Ruck,LeVar Burton,Star Trek: Generations ,Jonathan Frakes
Kar-Wai Wong,Hye-kyo Song,Tony Chiu Wai Leung,The Grandmaster ,Elvis Tsui
Francis Lawrence,Christoph Waltz,Robert Pattinson,Water for Elephants ,James Frain
,,,,
Yuefeng Song,Bianca Collins,Blythe Auffarth,Dragon Nest: Warriors' Dawn ,Jiao Xu
Norman Jewison,Vincent Pastore,Denzel Washington,The Hurricane ,Deborah Kara Unger
Michael Apted,Jeff Kober,Bill Cobbs,Enough ,Billy Campbell
David Mirkin,Anne Bancroft,Sarah Silverman,Heartbreakers ,Jeffrey Jones
Andy Fickman,Daniella Alonso,D.B. Woodside,Paul Blart: Mall Cop 2 ,Eduardo Verástegui
Luis Mandoki,Shirley Knight,Sonia Braga,Angel Eyes ,Kari Matchett
John Pasquin,Ken Marino,Jim Belushi,Joe Somebody ,Kelly Lynch
Roman Polanski,Frank Langella,Johnny Depp,The Ninth Gate ,Lena Olin
Michael Apted,Paul Guilfoyle,J.K. Simmons,Extreme Measures ,Bill Nunn
Stephen Herek,Dagmara Dominczyk,Beth Grant,Rock Star ,Matthew Glave
Lee Daniels,Gabourey Sidibe,Mo'Nique,Precious ,Mariah Carey
Ridley Scott,Jason Marsden,Jeff Bridges,White Squall ,Ethan Embry
John Carpenter,Richard Masur,Wilford Brimley,The Thing ,David Clennon
David Twohy,Nolan Gerard Funk,Vin Diesel,Riddick ,Bokeem Woodbine
Jeb Stuart,Claudia Stedelin,Gregory Scott Cummins,Switchback ,Ted Markland
Steve Miner,Usher Raymond,Tom Skerritt,Texas Rangers ,Leonor Varela
Gil Kenan,Toby Jones,Bill Murray,City of Ember ,Harry Treadaway
Paul Thomas Anderson,Jeffrey W. Jenkins,Mike Howard,The Master ,Bruce Goodchild
David Leland,Ryan Cartwright,Hayden Christensen,Virgin Territory ,David Walliams
Gary Fleder,Nicole Beharie,Dennis Quaid,The Express ,Charles S. Dutton
J Blakeson,Maggie Siff,Chloë Grace Moretz,The 5th Wave ,Nick Robinson
Ryan Coogler,Phylicia Rashad,Sylvester Stallone,Creed ,Graham McTavish
Ben Affleck,Jon Hamm,Jeremy Renner,The Town ,Owen Burke
Kirk Jones,Dennis Quaid,Anna Kendrick,What to Expect When You're Expecting ,Thomas Lennon
Ethan Coen,Brad Pitt,J.K. Simmons,Burn After Reading ,Kevin Sussman
Jennifer Flackett,Anthony Simcoe,Gerard Butler,Nim's Island ,Christopher James Baker
Ron Howard,Olivia Wilde,Chris Hemsworth,Rush ,Alexandra Maria Lara
Paul Thomas Anderson,Neil Flynn,Patton Oswalt,Magnolia ,Jim Meskimen
Kevin Smith,Tracy Morgan,Bruce Willis,Cop Out ,Kevin Pollak
Christian Ditter,Damon Wayans Jr.,Alison Brie,How to Be Single ,Nicholas Braun
Charles Martin Smith,Michael Roark,Morgan Freeman,Dolphin Tale ,Harry Connick Jr.
Catherine Hardwicke,Taylor Lautner,Kristen Stewart,Twilight ,Anna Kendrick
Nick Cassavetes,Laura Harring,Denzel Washington,John Q ,Anne Heche
Les Mayfield,Dave Chappelle,Peter Greene,Blue Streak ,Tamala Jones
Rawson Marshall Thurber,Molly C. Quinn,Laura-Leigh,We're the Millers ,Thomas Lennon
Fedor Bondarchuk,Fedor Bondarchuk,Yuliya Snigir,Obitaemyy ostrov ,Aleksey Serebryakov
Jonathan Mostow,M.C. Gainey,Kathleen Quinlan,Breakdown ,J.T. Walsh
Irvin Kershner,Klaus Maria Brandauer,Bernie Casey,Never Say Never Again ,Barbara Carrera
Steve Pink,Collette Wolfe,Charlie McDermott,Hot Tub Time Machine ,Crystal Lowe
Charles Martin Smith,Taylor Blackwell,Morgan Freeman,Dolphin Tale 2 ,Harry Connick Jr.
John Frankenheimer,James Frain,Charlize Theron,Reindeer Games ,Clarence Williams III
F. Gary Gray,Jeff Kober,Vin Diesel,A Man Apart ,Larenz Tate
Cameron Crowe,Bradley Cooper,Emma Stone,Aloha ,Bill Murray
Rob Reiner,Virginia Madsen,Alexa PenaVega,Ghosts of Mississippi ,Craig T. Nelson
Scott Hicks,Reeve Carney,Rick Yune,Snow Falling on Cedars ,Daniel von Bargen
Mikael Håfström,Colin O'Donoghue,Anthony Hopkins,The Rite ,Toby Jones
Andrew Niccol,Xander Berkeley,Blair Underwood,Gattaca ,Mason Gamble
Andrew Bergman,Nathan Lane,Stockard Channing,Isn't She Great ,John Larroquette
Kirk De Micco,Kenan Thompson,Cheryl Hines,Space Chimps ,Omid Abtahi
Chris Rock,Dylan Baker,Bernie Mac,Head of State ,Tracy Morgan
Todd Phillips,Rob Riggle,Bradley Cooper,The Hangover ,Mike Epps
Wilson Yip,Lynn Hung,Mike Tyson,Ip Man 3 ,Kwok-Kwan Chan
Jay Roach,Verne Troyer,Muse Watson,Austin Powers: The Spy Who Shagged Me ,Robert Wagner
Tim Burton,Jack Palance,Michael Gough,Batman ,William Hootkins
Roland Joffé,Dougray Scott,Jordi Mollà,There Be Dragons ,Lily Cole
Richard Donner,Nick Chinlund,Rene Russo,Lethal Weapon 3 ,Stuart Wilson
John Lee Hancock,Quinton Aaron,Catherine Dyer,The Blind Side ,Kim Dickens
,,,,
Robert Rodriguez,Cheech Marin,Alexa PenaVega,Spy Kids ,Daryl Sabara
Seth Gordon,Lindsay Sloane,Kevin Spacey,Horrible Bosses ,Reginald Ballard
Ethan Coen,Jeff Bridges,Matt Damon,True Grit ,Bruce Green
David Frankel,Anne Hathaway,Meryl Streep,The Devil Wears Prada ,Rebecca Mader
Robert Wise,Nichelle Nichols,Leonard Nimoy,Star Trek: The Motion Picture ,Walter Koenig
Seth Gordon,Eric Stonestreet,Jon Favreau,Identity Thief ,T.I.
Martin Scorsese,Robert Mitchum,Robert De Niro,Cape Fear ,Joe Don Baker
Robert Luketic,Jim Sturgess,Kevin Spacey,21 ,Josh Gad
Judd Apatow,Randall Park,Amy Schumer,Trainwreck ,Josh Segarra
Kevin Rodney Sullivan,Nicole Sullivan,Bernie Mac,Guess Who ,Sherri Shepherd
Anthony Minghella,Kristin Scott Thomas,Colin Firth,The English Patient ,Jürgen Prochnow
Curtis Hanson,Matt McCoy,Kevin Spacey,L.A. Confidential ,Paul Guilfoyle
Mike Mitchell,Kelly Preston,Michael Angarano,Sky High ,Nicholas Braun
Frank Oz,Wilford Brimley,Tom Selleck,In & Out ,Lauren Ambrose
Roger Donaldson,Marg Helgenberger,Natasha Henstridge,Species ,Jordan Lund
Wes Craven,Lin Shaye,Johnny Depp,A Nightmare on Elm Street ,Amanda Wyss
Tarsem Singh,Jake Weber,Dylan Baker,The Cell ,James Gammon
Randall Wallace,Anne Parillaud,Leonardo DiCaprio,The Man in the Iron Mask ,Judith Godrèche
Randall Wallace,Kevin Connolly,Scott Glenn,Secretariat ,Dylan Walsh
Kevin Munroe,Sarah Michelle Gellar,Chris Evans,TMNT ,Mako
Michael Tollin,Riley Smith,Alfre Woodard,Radio ,Debra Winger
Will Gluck,Justin Timberlake,Mila Kunis,Friends with Benefits ,Masi Oka
Nicholas Stoller,Ike Barinholtz,Chloë Grace Moretz,Neighbors 2: Sorority Rising ,Kiersey Clemons
John Lee Hancock,Ruth Wilson,Tom Hanks,Saving Mr. Banks ,B.J. Novak
Spike Lee,Delroy Lindo,Denzel Washington,Malcolm X ,Al Freeman Jr.
Judd Apatow,Maude Apatow,Charlyne Yi,This Is 40 ,Mackenzie Aladjem
Walt Becker,Bernie Mac,Robin Williams,Old Dogs ,Ann-Margret
Patrick Tatopoulos,Kevin Grevioux,Craig Parker,Underworld: Rise of the Lycans ,Steven Mackintosh
Ken Kwapis,Christine Taylor,Robin Williams,License to Wed ,Mindy Kaling
Dennis Dugan,Jon Heder,Jon Lovitz,The Benchwarmers ,Tim Meadows
Gary David Goldberg,Victor Webster,Stockard Channing,Must Love Dogs ,Elizabeth Perkins
Mike Newell,Al Pacino,Johnny Depp,Donnie Brasco ,Anne Heche
Paul W.S. Anderson,Jaymes Butler,Milla Jovovich,Resident Evil ,Colin Salmon
Tobe Hooper,Zelda Rubinstein,Heather O'Rourke,Poltergeist ,Craig T. Nelson
Ethan Coen,Tom Hanks,J.K. Simmons,The Ladykillers ,Stephen Root
John Moore,Beau Bridges,Mila Kunis,Max Payne ,Jamie Hector
Andrew Niccol,Olivia Wilde,Matt Bomer,In Time ,Justin Timberlake
Alan Poul,Noureen DeWulf,Danneel Ackles,The Back-up Plan ,Tom Bosley
Luke Greenfield,Steve Howey,Ashley Williams,Something Borrowed ,Kirsten Day
,,,,
Gil Junger,Marsha Thomason,Tom Wilkinson,Black Knight ,Vincent Regan
Michael Ritchie,Vic Morrow,Tatum O'Neal,The Bad News Bears ,Joyce Van Patten
Steven E. de Souza,Raul Julia,Ming-Na Wen,Street Fighter ,Kylie Minogue
Roman Polanski,Frank Finlay,Emilia Fox,The Pianist ,Ed Stoppard
Albert Hughes,Jason Flemyng,Johnny Depp,From Hell ,Ian Richardson
Catherine Hardwicke,Hiam Abbass,Keisha Castle-Hughes,The Nativity Story ,Shaun Toub
Jaume Collet-Serra,Paris Hilton,Robert Ri'chard,House of Wax ,Brian Van Holt
Mike Nichols,Julia Roberts,Natalie Portman,Closer ,Colin Stinton
Clint Eastwood,Naomi Watts,Leonardo DiCaprio,J. Edgar ,Kaitlyn Dever
Alexandre Aja,Cameron Boyce,Jason Flemyng,Mirrors ,Julian Glover
Michael Rymer,Lena Olin,Aaliyah,Queen of the Damned ,Bruce Spence
Stephen Hopkins,Robert Davi,Adam Baldwin,Predator 2 ,Kevin Peter Hall
Gregory Hoblit,Jesse Tyler Ferguson,Billy Burke,Untraceable ,Joseph Cross
Hugh Wilson,Sissy Spacek,Brendan Fraser,Blast from the Past ,Douglas Smith
Mike Hodges,William Hootkins,Brian Blessed,Flash Gordon ,Sam J. Jones
Kevin Smith,Mike Starr,Stephen Root,Jersey Girl ,George Carlin
Rob Cohen,Chad Lindberg,Cicely Tyson,Alex Cross ,Carmen Ejogo
Clint Eastwood,Bob Gunton,Kevin Spacey,Midnight in the Garden of Good and Evil ,Leon Rippy
Scott Mann,Joshua Mikel,Robert De Niro,Heist ,D.B. Sweeney
Susanna White,Bill Bailey,Daniel Mays,Nanny McPhee Returns ,Eros Vlahos
Danny DeVito,J.T. Walsh,Frank Whaley,Hoffa ,Paul Guilfoyle
Chris Carter,Callum Rennie,Mitch Pileggi,The X Files: I Want to Believe ,Nicki Aycox
Tommy O'Haver,Steve Coogan,Anne Hathaway,Ella Enchanted ,Joanna Lumley
Peter Landesman,Eddie Marsan,Will Smith,Concussion ,Albert Brooks
John Singleton,Benjamin J. Cain Jr.,Ken Arnold,Abduction ,Richard Cetrone
Gary Chapman,Olivia Williams,Jim Broadbent,Valiant ,Pip Torrens
Curtis Hanson,Rip Torn,Robert Downey Jr.,Wonder Boys ,Richard Thomas
Craig Mazin,Tracy Morgan,Drake Bell,Superhero Movie ,Marion Ross
Allen Hughes,James Ransone,Alona Tal,Broken City ,Michael Beach
Wes Craven,Portia de Rossi,Shannon Elizabeth,Cursed ,Derek Mears
David Koepp,Dania Ramirez,Joseph Gordon-Levitt,Premium Rush ,Aasif Mandvi
Anne Fletcher,Richard T. Jones,Jim Gaffigan,Hot Pursuit ,Michael Mosley
Shekhar Kapur,Lucy Gordon,Djimon Hounsou,The Four Feathers ,Alex Jennings
